,name,company,year,Price,fuel_type,distance
605,Maruti Suzuki Alto K10 New,Maruti,0.9166666666666666,"3,60,000",Petrol,0.0235
606,Hyundai i20 Magna,Hyundai,0.625,"2,10,000",Petrol,0.125
607,Hyundai i10 Magna 1.2,Hyundai,0.5833333333333334,"1,70,000",Petrol,0.1875
609,Tata Zest XE 75 PS Diesel,Tata,0.9166666666666666,"3,80,000",Diesel,0.175
610,Mahindra Xylo E8,Mahindra,0.5833333333333334,"2,95,000",Diesel,0.16
611,Toyota Corolla Altis GL Petrol,Toyota,0.625,"1,85,000",Petrol,0.1375
612,Tata Manza Aqua Quadrajet,Tata,0.7916666666666666,"1,60,000",Diesel,0.5
613,Mahindra KUV100 K8 D 6 STR,Mahindra,0.9583333333333334,Ask For Price,Diesel,0.01875
615,Renault Kwid 1.0,Renault,0.9583333333333334,"2,90,000",Petrol,0.0053425
617,Tata Venture EX 8 STR,Tata,0.75,"1,00,000",Diesel,0.075
618,Maruti Suzuki Swift Dzire Tour LXi,Maruti,0.7916666666666666,"3,15,000",Petrol,0.11
619,Maruti Suzuki Alto LX BSII,Maruti,0.2916666666666667,Ask For Price,Petrol,0.14
620,Skoda Octavia Classic 1.9 TDI MT,Skoda,0.4583333333333333,"1,14,990",Diesel,0.1625
621,Maruti Suzuki Omni LPG BS IV,Maruti,0.7083333333333334,"1,20,000",LPG,0.4
622,Chevrolet Beat Diesel,Chevrolet,0.6666666666666666,"1,25,000",Diesel,0.14
623,Tata Sumo Gold EX BS IV,Tata,0.7083333333333334,"2,10,000",Diesel,0.1875
625,Hyundai Verna 1.6 CRDI SX,Hyundai,0.9583333333333334,"8,55,000",Diesel,0.105
626,Tata Sumo Gold EX BS IV,Tata,0.7083333333333334,"2,10,000",Diesel,0.1875
627,Mahindra Scorpio 2.6 CRDe,Mahindra,0.5,"2,60,000",Diesel,0.14
628,Maruti Suzuki Zen LXi BS III,Maruti,0.2916666666666667,"95,000",Petrol,0.02636
629,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,0.6666666666666666,"2,55,000",Petrol,0.16
630,Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,0.5416666666666666,"3,00,000",Diesel,0.175
631,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,0.7916666666666666,"3,40,000",Petrol,0.0625
632,Hyundai Elite i20 Sportz 1.2,Hyundai,0.9166666666666666,"5,50,000",Petrol,0.0375
633,Ford Ikon 1.6 Nxt,Ford,0.3333333333333333,"60,000",Petrol,0.125
634,Hyundai Elite i20 Sportz 1.2,Hyundai,0.8333333333333334,Ask For Price,Petrol,0.12375
636,Toyota Innova 2.5 V 7 STR,Toyota,0.6666666666666666,"7,50,000",Diesel,0.3675
637,Nissan Sunny XL,Nissan,0.6666666666666666,"2,30,000",Petrol,0.13
638,Chevrolet Beat LT Diesel,Chevrolet,0.7083333333333334,"1,30,000",Diesel,0.2250025
639,Maruti Suzuki Alto 800 Lxi,Maruti,0.9166666666666666,"2,70,000",Petrol,0.0525
640,Maruti Suzuki Swift VDi BS IV,Maruti,0.7083333333333334,"2,80,000",Diesel,0.120015
641,Maruti Suzuki Swift VDi BS IV,Maruti,0.7083333333333334,"2,80,000",Diesel,0.120015
642,Maruti Suzuki Swift,Maruti,0.7083333333333334,"2,80,000",Diesel,0.120015
644,Toyota Innova 2.0 G4,Toyota,0.7083333333333334,"6,00,000",Diesel,0.2
646,Maruti Suzuki Swift VDi ABS,Maruti,0.625,"1,90,000",Diesel,0.185
647,Hyundai Elite i20 Asta 1.2,Hyundai,0.8333333333333334,"5,00,000",Petrol,0.055
648,Mahindra XUV500 W10,Mahindra,0.875,"10,65,000",Diesel,0.1025
649,Volkswagen Polo Trendline 1.5L D,Volkswagen,0.8333333333333334,"3,50,000",Diesel,0.0625
650,Toyota Etios Liva Diesel,Toyota,0.7083333333333334,"3,50,000",Diesel,0.2125
651,Mahindra TUV300 T4 Plus,Mahindra,0.875,"5,40,000",Diesel,0.07375
652,Hyundai Elite i20 Asta 1.2,Hyundai,0.8333333333333334,"4,70,000",Petrol,0.075
653,Hyundai Santro Xing GLS,Hyundai,0.7916666666666666,"1,79,000",Petrol,0.1425
654,Maruti Suzuki Zen LXi BS III,Maruti,0.3333333333333333,"48,000",Petrol,0.15
655,Maruti Suzuki Ciaz ZXi Plus RS,Maruti,0.875,"6,50,000",Petrol,0.125
656,Hyundai Eon Era Plus,Hyundai,0.75,"1,90,000",Petrol,0.09925
657,Hyundai Elantra 1.8 S,Hyundai,0.7083333333333334,"5,00,000",Petrol,0.1625
658,Maruti Suzuki Swift VDi,Maruti,0.625,"2,70,000",Diesel,0.1675
659,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,0.5416666666666666,"1,25,000",Petrol,0.115
660,Hyundai Eon Era Plus,Hyundai,0.7083333333333334,"1,88,000",Petrol,0.095
661,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,0.875,"3,80,000",Petrol,0.0675
662,Hyundai Verna Fluidic New,Hyundai,0.6666666666666666,"3,65,000",Diesel,0.1075
663,Ford EcoSport Trend 1.5L Ti VCT,Ford,0.7916666666666666,"4,65,000",Petrol,0.1175
664,Hyundai i20 Magna,Hyundai,0.6666666666666666,"2,40,000",Petrol,0.105
665,Chevrolet Beat Diesel,Chevrolet,0.875,"1,79,999",Diesel,0.04834
666,Tata Indica eV2 LS,Tata,0.8333333333333334,"1,40,000",Diesel,0.1502625
667,Jaguar XF 2.2 Diesel Luxury,Jaguar,0.75,"21,90,000",Diesel,0.0725
668,Audi Q5 2.0 TDI quattro Premium Plus,Audi,0.7916666666666666,"23,90,000",Diesel,0.085
669,BMW 3 Series 320d Sedan,BMW,0.6666666666666666,"10,75,000",Diesel,0.0875
670,Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,0.8333333333333334,"4,75,000",Petrol,0.055
671,BMW X1 sDrive20d,BMW,0.7083333333333334,"10,25,000",Diesel,0.1025
672,Maruti Suzuki S Cross Sigma 1.3,Maruti,0.875,"6,15,000",Diesel,0.0525
673,Maruti Suzuki Ertiga LDi,Maruti,0.75,"4,75,000",Diesel,0.12
674,Maruti Suzuki Alto K10 VXi AMT,Maruti,0.875,"2,70,000",Petrol,0.095
675,Honda City SV,Honda,0.7916666666666666,"4,75,000",Diesel,0.085
676,Volkswagen Vento Comfortline Petrol,Volkswagen,0.6666666666666666,"2,40,000",Petrol,0.1148325
677,Honda City 1.5 EXi New,Honda,0.4166666666666667,"1,20,000",Petrol,0.17
678,Audi A4 2.0 TDI 177bhp Premium,Audi,0.875,"19,00,000",Diesel,0.11
679,Mahindra KUV100,Mahindra,0.9166666666666666,"3,60,000",Diesel,0.0875
680,Tata Zest XE 75 PS Diesel,Tata,0.9583333333333334,"4,50,000",Diesel,0.2564075
681,Mahindra XUV500 W8,Mahindra,0.8333333333333334,"9,00,000",Diesel,0.0715
682,Maruti Suzuki Swift Dzire Tour VDi,Maruti,0.9166666666666666,"6,50,000",Diesel,0.1045
683,Tata Sumo Gold LX BS IV,Tata,0.7916666666666666,"2,75,000",Diesel,0.29
684,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,0.5833333333333334,"2,10,000",Petrol,0.1475
685,Mahindra Scorpio 2.6 SLX,Mahindra,0.375,"1,75,000",Diesel,0.145
686,Maruti Suzuki Omni 8 STR BS III,Maruti,0.5833333333333334,"85,000",Petrol,0.1125
687,Mitsubishi Pajero Sport Limited Edition,Mitsubishi,0.8333333333333334,"14,90,000",Diesel,0.106475
688,Renault Duster,Renault,0.7916666666666666,"8,00,000",Diesel,0.0185
689,Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,0.5833333333333334,"4,50,000",Diesel,0.13625
690,Maruti Suzuki Ertiga Vxi,Maruti,0.7083333333333334,"10,00,000",Diesel,0.5
691,Audi A4 2.0 TDI 177bhp Premium,Audi,0.75,"15,10,000",Diesel,0.0675
692,Volvo S80 Summum D4,Volvo,0.8333333333333334,"18,50,000",Diesel,0.105
693,Toyota Corolla Altis VL AT Petrol,Toyota,0.7916666666666666,"7,90,000",Petrol,0.0725
694,Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,0.8333333333333334,"17,25,000",Diesel,0.0925
695,Chevrolet Beat LT Petrol,Chevrolet,0.7083333333333334,"1,35,000",Petrol,0.09
696,BMW X1,BMW,0.6666666666666666,"10,00,000",Diesel,0.085
697,Datsun Redi GO S,Datsun,0.9583333333333334,"2,99,999",Petrol,0.0175
698,Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,0.5833333333333334,"12,25,000",Diesel,0.19
699,Mahindra Scorpio SLX,Mahindra,0.375,"1,75,000",Diesel,0.15
700,Volkswagen Vento Comfortline Diesel,Volkswagen,0.6666666666666666,"2,00,000",Diesel,0.2375
701,Tata Indigo CS GLS,Tata,0.9166666666666666,"2,70,000",Diesel,0.125
702,Ford Figo Petrol Titanium,Ford,1.0,"5,25,000",Petrol,0.0
703,Honda City ZX GXi,Honda,0.4583333333333333,"1,80,000",Petrol,0.125
704,Maruti Suzuki Wagon R Duo Lxi,Maruti,0.5416666666666666,"1,40,000",Petrol,0.17
705,Ford EcoSport Trend 1.5L TDCi,Ford,0.7916666666666666,"4,00,000",Petrol,0.04
706,Maruti Suzuki Swift Dzire VDi,Maruti,0.875,"4,99,000",Diesel,0.1275
707,Maruti Suzuki Omni 8 STR BS III,Maruti,0.5833333333333334,"85,000",Petrol,0.14
708,Maruti Suzuki Zen LX BSII,Maruti,0.375,"70,000",Petrol,0.25
709,Renault Duster RxL Petrol,Renault,0.8333333333333334,"5,50,000",Petrol,0.09
710,Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,0.7916666666666666,"3,70,000",Petrol,0.0288075
711,Maruti Suzuki Baleno Zeta 1.2,Maruti,0.9583333333333334,"6,90,000",Petrol,0.0025
712,Honda WR V S MT Petrol,Honda,0.5833333333333334,"2,50,000",Petrol,0.15
713,Tata Indigo CS eLX BS IV,Tata,0.875,"1,10,000",Diesel,0.2125
714,Renault Duster 110 PS RxL Diesel,Renault,0.75,"4,90,000",Diesel,0.0965
715,Mahindra Scorpio LX BS III,Mahindra,0.5833333333333334,"3,20,000",Diesel,0.23875
716,Maruti Suzuki Zen LXi BS III,Maruti,0.375,"68,000",Petrol,0.14
717,Maruti Suzuki Wagon R LXi BS III,Maruti,0.7916666666666666,"1,30,000",Petrol,0.093645
718,Maruti Suzuki SX4 Celebration Diesel,Maruti,0.875,"9,70,000",Diesel,0.2149
719,Audi A3 Cabriolet 40 TFSI,Audi,0.8333333333333334,"31,00,000",Petrol,0.03129
720,Hyundai Eon D Lite Plus,Hyundai,0.9583333333333334,"2,80,000",Petrol,0.0875
721,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,0.5833333333333334,"1,25,000",Petrol,0.0
722,Mahindra Scorpio SLX,Mahindra,0.5416666666666666,"2,85,000",Diesel,0.2
724,Hyundai Santro AE GLS Audio,Hyundai,0.6666666666666666,"1,65,000",Petrol,0.1125
726,Maruti Suzuki Swift Dzire Tour VDi,Maruti,0.5833333333333334,"2,50,000",Diesel,0.1275
727,Mahindra Scorpio S4,Mahindra,0.8333333333333334,"8,65,000",Diesel,0.075
729,Mahindra Xylo D2 BS IV,Mahindra,0.6666666666666666,"3,90,000",Diesel,0.12
730,Hyundai Santro,Hyundai,0.3333333333333333,"60,000",Petrol,0.1275
731,Chevrolet Beat LT Diesel,Chevrolet,0.8333333333333334,"2,15,000",Diesel,0.225
732,Maruti Suzuki Swift Dzire VDi,Maruti,0.8333333333333334,"4,75,000",Diesel,0.1075
733,Mahindra XUV500 W8,Mahindra,0.8333333333333334,"8,99,000",Diesel,0.1325
734,Toyota Fortuner 3.0 4x4 MT,Toyota,0.75,"14,99,000",Diesel,0.2425
735,Maruti Suzuki Alto K10 VXi,Maruti,0.75,"2,40,000",Petrol,0.05
736,Hyundai Getz GLE,Hyundai,0.5,"99,000",Petrol,0.1375
737,Maruti Suzuki Swift Dzire Tour LDi,Maruti,0.7916666666666666,"2,60,000",Diesel,0.3
738,Hyundai Creta 1.6 SX,Hyundai,1.0,"12,00,000",Petrol,0.0
739,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,0.5,"1,15,000",Petrol,0.115
740,Hyundai Santro Xing XL eRLX Euro III,Hyundai,0.5833333333333334,"88,000",Petrol,0.108
741,Mahindra Xylo D2 BS IV,Mahindra,0.6666666666666666,"3,90,000",Diesel,0.14
742,Hyundai Santro Xing XL eRLX Euro III,Hyundai,0.5,"1,35,000",Petrol,0.105
743,Tata Indica V2 DLS BS III,Tata,0.5833333333333334,"90,000",Diesel,0.0765
744,Hyundai i10 Sportz 1.2,Hyundai,0.6666666666666666,"2,20,000",Petrol,0.095
745,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,0.9166666666666666,"4,24,999",Petrol,0.006375
746,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,0.5,"1,35,000",Petrol,0.1175
747,Honda City 1.5 E MT,Honda,0.4166666666666667,"95,000",Petrol,0.1025
748,Nissan Micra XL,Nissan,0.9166666666666666,"4,30,000",Diesel,0.15625
749,Honda City 1.5 S Inspire,Honda,0.4166666666666667,"1,15,000",Petrol,0.17
750,Maruti Suzuki Alto 800 Lxi,Maruti,0.8333333333333334,"2,15,000",Petrol,0.125
751,Maruti Suzuki Wagon R LX BS III,Maruti,0.375,"53,000",Petrol,0.1725
752,Maruti Suzuki Ertiga VDi,Maruti,0.7083333333333334,"5,00,000",Diesel,0.12
753,Tata Indica eV2 eXeta eGLX,Tata,0.7083333333333334,"85,000",Diesel,0.1375
754,Maruti Suzuki Omni E 8 STR BS IV,Maruti,0.75,"1,65,000",Petrol,0.0625
755,Hyundai Eon Era Plus,Hyundai,0.7916666666666666,"2,00,000",Petrol,0.071
756,Hyundai Eon,Hyundai,0.7916666666666666,"2,00,000",Petrol,0.07
757,Maruti Suzuki Swift LDi,Maruti,0.8333333333333334,"4,25,000",Diesel,0.105
759,Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,0.7083333333333334,"6,00,000",Diesel,0.0725
760,Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,0.4166666666666667,"1,30,000",Diesel,0.1712125
761,Tata Tiago Revotron XM,Tata,0.9583333333333334,"4,30,000",Petrol,0.00875
762,Tata Tiago Revotorq XZ,Tata,1.0,"5,68,500",Petrol,0.0
763,Tata Nexon,Tata,1.0,Ask For Price,Petrol,0.0
765,Maruti Suzuki Zen LXi BS III,Maruti,0.4583333333333333,"71,000",Petrol,0.08
766,Mahindra KUV100 K8 D 6 STR,Mahindra,0.9583333333333334,"5,60,000",Diesel,0.02
767,Ford EcoSport Titanium 1.5 TDCi,Ford,0.7916666666666666,"5,90,000",Diesel,0.085
768,Hindustan Motors Ambassador Classic Mark 4 – Befo,Hindustan,0.0,"7,50,000",Petrol,0.0925
769,Ford Fusion 1.4 TDCi Diesel,Ford,0.5,"1,25,000",Diesel,0.2136375
770,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,0.5,"1,35,000",Petrol,0.115
771,Hyundai Santro,Hyundai,0.2916666666666667,"60,000",Petrol,0.1175
772,Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,0.5833333333333334,"1,20,000",Petrol,0.16
773,Ford Ikon 1.3 Flair Josh 100,Ford,0.5416666666666666,"95,000",Petrol,0.115
774,Maruti Suzuki Omni E 8 STR BS IV,Maruti,0.9166666666666666,"2,40,000",Petrol,0.02
775,Tata Indica V2 LS,Tata,0.7083333333333334,"1,15,000",Diesel,0.16
776,Mahindra Scorpio S4,Mahindra,0.8333333333333334,"7,95,000",Diesel,0.1575
777,Hyundai Santro Xing XL eRLX Euro III,Hyundai,0.5,"55,000",Petrol,0.1625
778,Mahindra Xylo D2,Mahindra,0.5833333333333334,"3,00,000",Diesel,0.155
779,Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,0.7916666666666666,"3,20,000",Petrol,0.1025
780,Maruti Suzuki Alto 800 Lxi,Maruti,0.8333333333333334,"2,65,000",Petrol,0.035
781,Toyota Corolla,Toyota,0.4583333333333333,"1,60,000",Petrol,0.1
782,Hyundai Eon Magna,Hyundai,0.9166666666666666,"3,00,000",Petrol,0.004
783,Tata Sumo Grande MKII GX,Tata,0.625,"1,30,000",Diesel,0.225
784,Maruti Suzuki Swift VDi,Maruti,0.6666666666666666,"2,50,000",Diesel,0.145
785,Volkswagen Polo Highline1.2L P,Volkswagen,0.75,"3,80,000",Petrol,0.0675
786,Maruti Suzuki Alto 800 Lx,Maruti,0.3333333333333333,"42,000",Petrol,0.15
787,Tata Tiago Revotron XZ,Tata,0.9166666666666666,"4,00,000",Petrol,0.0775
788,Maruti Suzuki Swift LDi,Maruti,0.5833333333333334,"1,20,000",Diesel,0.225
789,Maruti Suzuki Swift VDi,Maruti,0.5833333333333334,"1,20,000",Diesel,0.225
790,Tata Indigo eCS,Tata,0.875,"1,30,000",Diesel,0.375
791,Chevrolet Beat LS Diesel,Chevrolet,0.7916666666666666,"1,89,000",Diesel,0.0775
793,Mahindra Xylo E8 BS IV,Mahindra,0.6666666666666666,"3,65,000",Diesel,0.1075
794,Hyundai Eon D Lite Plus,Hyundai,0.75,"1,70,000",Petrol,0.05
804,Tata Sumo Gold FX BSIII,Tata,0.75,"2,15,000",Petrol,0.25
813,Tata Nano,Tata,0.75,"60,000",Petrol,0.0175
814,Hyundai Elite i20,Hyundai,0.9166666666666666,"5,99,999",Petrol,0.0775
815,Hyundai i10 Magna 1.2 Kappa2,Hyundai,0.5833333333333334,"4,00,000",Petrol,0.0825
816,Hyundai Creta,Hyundai,0.875,"9,00,000",Diesel,0.15
817,Volkswagen Polo,Volkswagen,0.75,"2,99,999",Diesel,0.12
818,Maruti Suzuki Dzire,Maruti,0.7916666666666666,"3,74,999",Petrol,0.0825
819,Tata Bolt XM Petrol,Tata,0.8333333333333334,"6,00,000",Petrol,0.0375
820,Maruti Suzuki Alto 800 Lx,Maruti,0.4166666666666667,"70,000",Petrol,0.1175
821,Maruti Suzuki Alto,Maruti,0.4166666666666667,"1,00,000",Petrol,0.1
822,Hyundai Venue,Hyundai,1.0,Ask For Price,Diesel,0.0175
823,Maruti Suzuki Ritz,Maruti,0.625,"1,50,000",Diesel,0.095
824,Maruti Suzuki Alto 800 Lxi,Maruti,0.9166666666666666,"2,25,000",Petrol,0.03125
825,Maruti Suzuki Dzire,Maruti,0.5833333333333334,"2,10,000",Petrol,0.105
826,Renault Lodgy,Renault,0.875,Ask For Price,Diesel,0.05
827,Hyundai i20 Asta,Hyundai,0.7916666666666666,"4,25,000",Petrol,0.0775
828,Maruti Suzuki Swift Select Variant,Maruti,0.5416666666666666,"1,62,000",Diesel,0.15
829,Tata Indica V2 DLX BS III,Tata,0.4166666666666667,"60,000",Diesel,0.2
830,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,0.7916666666666666,"6,50,000",Diesel,0.1925
831,Toyota Innova 2.5 E 8 STR,Toyota,0.7083333333333334,"7,50,000",Diesel,0.1875
832,Mahindra Xylo E8,Mahindra,0.625,"3,75,000",Diesel,0.1
833,Hyundai i20 Magna 1.2,Hyundai,0.6666666666666666,"2,30,000",Petrol,0.1175
834,Maruti Suzuki Omni,Maruti,0.20833333333333334,"35,999",Petrol,0.15
835,Mahindra KUV100,Mahindra,0.875,"3,80,000",Petrol,0.06625
836,Mahindra KUV100 K8 6 STR,Mahindra,1.0,"5,60,000",Petrol,0.0071875
837,Datsun Go Plus,Datsun,0.875,"2,85,000",Petrol,0.03475
838,Ford Endeavor 4x4 Thunder Plus,Ford,1.0,"29,00,000",Diesel,0.0225
839,Tata Indica V2,Tata,0.4166666666666667,"39,999",Diesel,0.2
840,Hyundai Santro Xing GL,Hyundai,0.4583333333333333,"85,000",Petrol,0.15
841,Maruti Suzuki Wagon R 1.0 VXi,Maruti,0.875,"3,95,000",Petrol,0.05
842,Maruti Suzuki Swift Select Variant,Maruti,0.5416666666666666,"1,75,000",Diesel,0.145
843,Maruti Suzuki Alto 800 Lx,Maruti,1.0,"4,00,000",Petrol,0.00375
844,Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,0.6666666666666666,"7,50,000",Diesel,0.1875
846,Maruti Suzuki Alto 800,Maruti,0.875,"2,50,000",Petrol,0.006125
847,Maruti Suzuki Alto AX,Maruti,1.0,"4,25,000",Petrol,0.0040625
848,Maruti Suzuki Alto 800 Lx,Maruti,1.0,Ask For Price,Petrol,0.00375
849,Volkswagen Polo Highline1.2L P,Volkswagen,0.9166666666666666,"5,25,000",Petrol,0.1125
850,Mahindra Logan,Mahindra,0.5833333333333334,"1,30,000",Diesel,0.1625
851,Maruti Suzuki 800 Std BS III,Maruti,0.20833333333333334,"30,000",Petrol,0.0835
852,Mahindra Scorpio,Mahindra,0.6666666666666666,"4,75,000",Diesel,0.1503075
853,Chevrolet Sail 1.2 LS,Chevrolet,0.75,"3,00,000",Petrol,0.07
854,Volkswagen Vento Highline Plus 1.5 Diesel,Volkswagen,0.8333333333333334,Ask For Price,Diesel,0.09725
855,Hyundai Santro AE GLS Audio,Hyundai,0.3333333333333333,"60,000",Petrol,0.175
856,Maruti Suzuki Wagon R VXi Minor,Maruti,0.4583333333333333,"1,00,000",Petrol,0.0175
857,Hyundai Eon,Hyundai,0.9583333333333334,"2,60,000",Petrol,0.0625
858,Tata Manza,Tata,0.8333333333333334,"1,00,000",Diesel,0.25
859,Toyota Innova 2.0 G1 Petrol 8seater,Toyota,1.0,Ask For Price,Petrol,0.01
860,Toyota Etios G,Toyota,0.75,"2,65,000",Petrol,0.105
861,Hyundai Getz Prime 1.3 GLX,Hyundai,0.5833333333333334,"1,15,000",Petrol,0.05
862,Toyota Qualis,Toyota,0.3333333333333333,"1,80,000",Diesel,0.25
863,Hyundai Santro Xing,Hyundai,0.375,"45,000",Petrol,0.3437375
864,Tata Indica eV2 LS,Tata,0.875,"50,500",Diesel,0.228
865,Honda City 1.5 S MT,Honda,0.5833333333333334,"2,70,000",Petrol,0.1375
866,Tata Zest XE 75 PS Diesel,Tata,0.9166666666666666,"2,90,000",Diesel,0.3
867,Mahindra Quanto C4,Mahindra,0.75,"3,25,000",Diesel,0.1575
868,Tata Indigo eCS LX CR4 BS IV,Tata,0.875,"1,60,000",Diesel,0.26
869,Maruti Suzuki Swift Dzire,Maruti,0.875,"3,50,000",Diesel,0.365
870,Hyundai Elite i20,Hyundai,0.6666666666666666,"2,90,000",Petrol,0.1
871,Hyundai i20 Select Variant,Hyundai,0.6666666666666666,"2,90,000",Petrol,0.1
872,Chevrolet Tavera Neo,Chevrolet,0.5,"4,65,000",Diesel,0.252
873,Maruti Suzuki Dzire,Maruti,0.875,"3,25,000",Diesel,0.375
874,Hyundai Elite i20,Hyundai,0.9583333333333334,"5,10,000",Petrol,0.00525
875,Honda City VX Petrol,Honda,0.875,"8,60,000",Petrol,0.2375
876,Maruti Suzuki Dzire,Maruti,0.875,"4,50,000",Diesel,0.00625
877,Hyundai Getz,Hyundai,0.4583333333333333,"1,25,000",Petrol,0.2
878,Mercedes Benz C Class 200 K MT,Mercedes,0.4583333333333333,"5,00,001",Petrol,0.0375
879,Maruti Suzuki Alto LXi BS III,Maruti,0.4166666666666667,"95,000",Petrol,0.1625
880,Maruti Suzuki Swift Dzire Tour VDi,Maruti,0.5833333333333334,"2,50,000",Diesel,0.1275
881,Skoda Fabia,Skoda,0.5833333333333334,"1,10,000",Petrol,0.1125
882,Maruti Suzuki Alto 800 Select Variant,Maruti,0.8333333333333334,Ask For Price,Petrol,0.175
883,Maruti Suzuki Ritz VXI ABS,Maruti,0.6666666666666666,"2,70,000",Petrol,0.125
885,Tata Indica V2 DLE BS III,Tata,0.5833333333333334,"1,10,000",Diesel,0.075
886,Toyota Corolla Altis,Toyota,0.5833333333333334,"3,00,000",Petrol,0.33
888,Tata Zest XM Diesel,Tata,0.9583333333333334,"2,60,000",Diesel,0.0675
889,Mahindra Quanto C8,Mahindra,0.75,"3,90,000",Diesel,0.1
