,title,movie_id,tags
2203,Bullets Over Broadway,11382,"set in 1920's new york city, this movie tells the story of idealistic young playwright david shayne. producer julian marx finally finds funding for the project from gangster nick valenti. the catch is that nick's girl friend olive neal gets the part of a psychiatrist, and olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. agreeing to this first compromise is the first step to broadway's complete seduction of david, who neglects longtime girl friend ellen. meanwhile david puts up with warner purcell, the leading man who is a compulsive eater, helen sinclair, the grand dame who wants her part jazzed up, and cheech, olive's interfering hitman / bodyguard. eventually, the playwright must decide whether art or life is more important. action comedy thriller lover(female) talent mafiaboss author johncusack diannewiest jennifertilly chazzpalminteri mary-louiseparker jackwarden robreiner traceyullman joeviterelli jimbroadbent harveyfierstein woodyallen"
2204,One Night with the King,15005,"this amazing biblical drama chronicles the brave and historic legend of hadassah, a jewish orphan with exceptional beauty who rises to become queen esther of persia and saves persian jews from genocide. by revealing her heritage to the king, esther thwarts the evil prime minister's plan to annihilate all jews in the persian empire. the annual festival of purim is inspired by her heroism. drama basedonnovel persia queen esther tiffanydupont petero'toole lukegoss johnnoble omarsharif johnrhys-davies jamescallis tomlisterjr. javencampbell jyotidogra nealbhattacharya jonahlotan dilshadpatel nimratkaur takeshsingh denzilsmith asifbasra tomalter michaelo.sajbel"
2205,The Quiet American,8198,"a stylish political thriller where love and war collide in southeast asia. set in early 1950s vietnam, a young american becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a british journalist. as war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems. drama action thriller romance terror journalist lover(female) saigon indochina michaelcaine brendanfraser đỗthịhảiyến tzima radeserbedzija robertstanton holmesosborne quanghai ferdinandhoang phamthimaihoa mathiasmlekuz kevintran lapphan timbennett jefftruman hongnhung lucianoyce hiliarydouglas danielhung nguyenkimhoan trinhmalnguyen trongpham trandoluc nguyencongly georgemangos natashahunter martinemonroe josedelavega rolandrohrer susanparry nguyenanhdung peterholdsworth ngoctuanhoang trecelambatan erwinabarico junjavier vanphuocnguyen markszeto askarnurlanov douglasgallagher nicholasparry vovdylan phillipnoyce"
2206,The Weather Man,6963,"a chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive. comedy drama newyork chicago midlifecrisis television daughter father weatherman terminalillness wettermann nicolascage michaelcaine hopedavis gemmennedelapeña nicholashoult michaelrispoli gilbellows judithmcconnell chrismarrs bryantgumbel edmcmahon goreverbinski"
2207,Undisputed,15070,"monroe hutchens is the heavyweight champion of sweetwater, a maximum security prison. he was convicted to a life sentence due to a passionate crime. iceman chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in sweetwater. when these two giants collide in the same prison, they fight against each other disputing who is the real champion. action adventure drama thriller sport wesleysnipes vingrhames peterfalk michaelrooker jonseda kenmedlock wesstudi fisherstevens daytoncallie amyaquino johnnywilliams joed'angerio nilsallenstewart denisarndt jimlampley edlover masterp michaelbaileysmith roserollins silkkthashocker c-murder walterhill"
2208,Ghost Town,12797,"dentist, bertram pincus is a man whose people skills leave much to be desired. when pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts. comedy fantasy romance dyinganddeath misanthrope lecture cardiopulmoneryresuscitation rickygervais gregkinnear téaleoni billycampbell jordancarlos dequinamoore josephbadaluccojr. brianhutchison juliak.murney clairelautier aasifmandvi kristenwiig joeymazzarino aarontveit danaigurira audrieneenan deborahs.craig bettygilpin bradoscar bridgetmoloney raymondj.lee tyreemichaelsimpson kathleenlandis dylanclarkmarshall davidkoepp"
2209,12 Rounds,17134,"when new orleans cop danny fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. hungry for revenge, the criminal mastermind breaks out of prison and kidnaps danny's fiancee. to save her, danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die. action adventure drama thriller police cops catandmouse family revengedrama johncena aidangillen ashleyscott steveharris brianj.white gonzalomenendez taylorcole kylerussellclements peter'navy'tuiasosopo travisdavis nickgomez brianstanton rosalindrubin billyslaughter kimcollins laragrice wayneferrara douglasm.griffin vincentflood robertpralgo wallycrowder lukealbright bryanjohnson luukasharlin johnwilmot louisherthum davidfrye billmartinwilliams j.omarcastro brandicoleman royhuang mikkival jadak.cox paulineboudreaux hunterburke daniecoleman george kimberlybailey dougburch catherinecavadini johndemita tanyavidaldublin judim.durand gregfinley jefffischer peggyflood barbaraharris amadjackson terencemathews danielmora levinuñez jasonpace richardpenn paigepollack michaelralph davidj.randolph noreenreardon vernonscott cheryltyresmith joelswetow ruthzalduondo rennyharlin"
2210,Let Me In,41402,a bullied young boy befriends a young female vampire who lives in secrecy with her guardian. a remake of the movie “let the right one in” which was an adaptation of a book. drama horror mystery vampire childvampire remake bully youngboy biting deadboy hammerhorror 1980s kodismit-mcphee chloëgracemoretz richardjenkins eliaskoteas sashabarrese dylankenin dylanminnette jimmy'jax'pinchak nicolaidorian sethadkins ritchiecoster carabuono chrisbrowning rebekahwiggins ashtonmoio brettdelbuono gwendolynapple colinmoretz rowbieorsatti brendawehle galenhutchison deansatriano rachelhroncich deborahl.mazor mattreeves
2211,3 Ninjas Kick Back,18885,"during a championship baseball match, the three brothers hear that their grandfather in japan is in trouble, and head out to help him, conceding the match. when they arrive in japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge. adventure action comedy family underdog hero friendship treasurehunt friends revenge rivalry goodvsevil youth danger escapade youngheroes siblingsrelations vigilantism heroicmission buddies mastervillain masterwarrior contestsandcompetitions victorwong maxelliottslade seanfox j.evanbonifant carolinejunkoking dustinnguyen alanmcrae margaritafranco jasonschombing angelotiffe sabshimono donstark kellyenakahara scottcaudill tommyclark jeremylinson brianwagner maitalsabban ginodentie marcusgiamatti jillito michaelpaciorek donnamarierecco joeytravolta robertmiano glenchin killerkhan shiao-hutso kazuakinaruse syunichiroyunoki hachiroyamauchi toshiyomatsunaga yoshikokamiya katsumihonda shogonakajima kyogikamui seigennakayama ôfuji hayabusatenkomori shinoburyû kasugia naokifuji takaoito kensukegoto yousyukondo takeshiyamamoto masakikiryu hidekichiba norihitoyagami kazuyamatsui charlest.kanganis"
2212,Be Kind Rewind,4953,"a man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. in order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films. drama comedy camcorder videoband delusion nuclearpowerplant videostore jackblack yasiinbey dannyglover miafarrow marcuscarlfranklin arjaysmith pauldinello meloniediaz sigourneyweaver michelgondry"
2213,Mrs Henderson Presents,10773,"eccentric 70-year-old widow purchases the windmill theatre in london as a post-widowhood hobby. after starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. mrs henderson suggests they add female nudity similar to the moulin rouge in paris comedy drama worldwarii widow musical theatremilieu nacktrevue variety judidench bobhoskins willyoung christopherguest kellyreilly thelmabarlow nataliatena sarahsolemani tobyjones samuelbarnett annabrewster rosalindhalstead michaelculkin richarddormer josephlong patrickkennedy stephenfrears"
2214,Triple 9,146198,a gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town. action thriller heist betrayal dirtycop caseyaffleck chiwetelejiofor woodyharrelson katewinslet anthonymackie aaronpaul normanreedus galgadot teresapalmer cliftoncollinsjr michelleang luisdasilvajr. michaelkennethwilliams terencerosemore terriabney alexanderbabara anthonybelevtsov blakemclennan michaelharding labrandonshead carlosaviles iancasselberry e.rogermitchell armandoalonzo karenkaialivers igorkomar stephenvining johnhillcoat
2215,Deconstructing Harry,2639,"this film tells the story of a successful writer called harry block, played by allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result. comedy drama newyork writer'sblock insanity independentfilm author woodyallen kirstiealley billycrystal judydavis carolineaaron ericbogosian amyirving marielhemingway elisabethshue richardbenjamin bobbalaban tobeymaguire ericlloyd robinwilliams julialouis-dreyfus lynncohen juliekavner demimoore stanleytucci jennifergarner billycrystal paulgiamatti woodyallen"
2216,Three to Tango,10563,oscar and peter land a career-making opportunity when a chicago tycoon chooses them to compete for the design of a cultural center. the tycoon mistakenly believes that oscar is gay and has him spy on his mistress amy. oscar goes along with it and ends up falling in love with amy. comedy romance gay dance architect artist tango businessman spying partnership chiefexecutiveofficer deception businesspartner affair matthewperry nevecampbell dylanmcdermott oliverplatt cylkcozart johnc.mcginley bobbalaban deborahrush kellyrowan rickgomez patrickvanhorn davidramsey kentstaines rogerdunn damonsantostefano
2217,Burnt,295964,"adam jones is a chef who destroyed his career with drugs and diva behavior. he cleans up and returns to london, determined to redeem himself by spearheading a top restaurant that can gain three michelin stars. drama londonengland cook restaurant diva career kitchen redemption drug drugaddict chef comeback bradleycooper siennamiller lilyjames aliciavikander umathurman emmathompson matthewrhys danielbrühl sarahgreene omarsy samkeeley chelseali riccardoscamarcio christopherheskey ericaemm johnwells"
2218,We're No Angels,5971,two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of canada. comedy crime drama prison prisoner independentfilm robertdeniro seanpenn demimoore hoytaxton brunokirby raymcanally jamesrusso wallaceshawn johnc.reilly billmurdoch richardnewman neiljordan
2219,Everyone Says I Love You,9716,a new york girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged. music comedy romance paris venice adultery robbery lovesickness dancer airport brokenengagement infidelity montmartre winter marriageproposal newlove restaurant gondola halloween racehorse lover musical grandfather thanksgiving senility tourist jogging atheist dysfunctionalfamily independentfilm familyrelationships mistakenidentity wealth redemption unfaithfulness hospital lingerieslip escapedconvict singing maid newyorkcity divorce urbansetting christmaseve cultfilm waiter wake jewelrystore unwantedkiss funeralhome centralpark ghost oppositesattract engagementring jumpingrope autumn trickortreating flashback parkavenue parolee x-ray jeweler fiancée drewbarrymore divagray natashalyonne edwardnorton woodyallen goldiehawn alanalda juliaroberts timroth natalieportman gabyhoffmann billycrudup robertknepper lukashaas patrickcranshaw kevinhagan trudeklein itzhakperlman isiahwhitlockjr. edwardhibbert colleendunn susanmisner frederickrolf timothyjerome daisyprince ruthgottschall monicamcswain jillnicklaus myralucretiataylor paoloseganti robertkhakh scottybloch davidogdenstiers valdasetterfield tonysirico raygarvey christycarlsonromano gabrielmillman edhodson darrenlee cynthiaonrubia nancyticotin emilybindiger michaelmark chriscardona oliviahayman amialmendral madelinebalmaceda viviancherry tommiebaxter jeffderocker cherylynjones tinapaul vikkischnurr navahperlman barbarahollander johngriffin waltrudisbuck kevinbogue pamelaeverett gregorymitchell danamoore troymyers joeorrach michaelo'steen luismartinperez krissyrichmond lindakuriloff helenmiles arlenemartin reneceballos coltongreen lisaleguillou joelocarro andrewpacho johnselya jotelford andreapiedimonte gerryburkhardt eileencasey shelleyfrankel fredmanniii kathysanson frankpietri robertwalker devallehayes damonmccloud tommyjohn lindsycanuel richardcummings kristenpettet patricklavery jonathangiordano michelmoinot doncorreia seangrant rolandhayes delphinet.mantz joannemchugh johnmineo willierosario jeromevivona cindycobitt aldana kevindesimone paulevans chrissyfaith jefflyons jennamiles robertragaini lennyroberts annettesanders terrytextor vanéesey.thomas ashleyh.wilkinson lisacangelosi malindafarrington woodyallen
2220,Death Sentence,11835,"nick hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. transformed by grief, hume eventually comes to the disturbing conclusion that no length is too great when protecting his family. action crime drama thriller lossofson repayment revenge murder gang policeofficerkilled hospital extremeviolence justice hoodlum semiautomaticpistol fingergun kevinbacon garretthedlund kellypreston jordangarrett johngoodman aishatyler stuartlafferty matto'leary edigathegi hectoratreyuruiz kaninhowell denniskeiffer freddybouciegues leighwhannell jameswan"
2221,Everybody's Fine,26171,"eight months after the death of his wife, frank goode looks forward to a reunion with his four adult children. when all of them cancel their visits at the last minute, frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. as he visits each one in turn, frank finds that his children's lives are not quite as picture-perfect as they've made them out to be. drama familyrelationships doctor retired visit widower duringcreditsstinger hearttrouble robertdeniro drewbarrymore katebeckinsale samrockwell melissaleo damianyoung jamesfrain katherinemoennig brendansextoniii jamesmurtaugh austinlysy chandlerfrantz lilymosheen seamusdavey-fitzpatrick lucianmaisel jasonharris kirkjones"
2222,Superbabies: Baby Geniuses 2,31117,"following on from the plot of the last movie, babies can communicate with each other using 'baby talk', and have an innate knowledge of the secrets of the universe. the baby geniuses become involved in a scheme by media mogul bill biscane (jon voight). helping the geniuses is a legendary superbaby named kahuna. he joins up with several other babies in an attempt to stop biscane, who intends to use a state-of-the-art satellite system to control the world's population. comedy family baby baseball scientificstudy computer genius mindcontrol goodvsevil babygeniuses jonvoight scottbaio vanessaangel skylershaye whoopigoldberg justinchatwin peterwingfield erik-michaelestrada bobclark"
2223,The Man,9074,"special agent derrick vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to andy fidler, a salesman with too many questions and a knack of getting in vanns way action comedy crime mistakeinperson falseidentity armsdealer cop policeofficer dentist samuell.jackson eugenelevy lukegoss miguelferrer susieessman anthonymackie gigirice rachaelcrawford philipakin christophermurray joels.keller johnhemphill kathryngreenwood georgeghali mattcooke joesacco nevilleedwards scottwickware tomorrowbaldwinmontgomery geoffreybowes carriecain-sparks leniparker randybutcher lesmayfield"
2224,Code Name: The Cleaner,14396,"cedric the entertainer plays jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. when he finds himself entangled in a government conspiracy, jake and his pursuers become convinced that he is an undercover agent. action comedy crime cedrictheentertainer lucyliu nicollettesheridan markdacascos callumkeithrennie niecynash deraydavis kevinmcnulty bartanderson tombutler robertclarke ricktae michaelboston lesmayfield"
2225,Connie and Carla,15673,"after accidentally witnessing a mafia hit in the windy city, gal pals connie and carla skip town for l.a., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. now, it's not enough that they become big hits on the scene; things get extra-weird when connie meets jeff -- a guy she'd like to be a woman with comedy gay dragqueen mistakenidentity niavardalos tonicollette davidduchovny stephenspinella alecmapa iangomez nicksandow dashmihok robertjohnburke borismcgiver debbiereynolds veenasood fredkeating charlespayne michaellembeck"
2226,Sweet Charity,42618,"taxi dancer charity continues to have faith in the human race despite apparently endless disappointments at its hands, and hope that she will finally meet the nice young man to romance her away from her sleazy life. maybe, just maybe, handsome oscar will be the one to do it. comedy drama music romance brokenengagement charity celebrity tragiclove dancehallgirl basedonstagemusical basedonfilm shirleymaclaine johnmcmartin ricardomontalban sammydavis,jr. chitarivera paulakelly stubbykaye barbarabouchet suzannecharney alanhewitt dantedipaolo bobfosse"
2227,Inherent Vice,171274,"in los angeles at the turn of the 1970s, drug-fueled detective larry ""doc"" sportello investigates the disappearance of an ex-girlfriend. comedy romance crime drama mystery basedonnovel 1970s privateinvestigator smokingmarijuana losangeles 1960s joaquinphoenix joshbrolin owenwilson katherinewaterston reesewitherspoon beniciodeltoro jenamalone mayarudolph martinshort martindonovan sashapieterse ericroberts michaelkennethwilliams joannanewsom jeannieberlin serenascottthomas hongchau christopherallennelson samjaeger timothysimons jillianbell jordanchristianhearn taylorbonin martindew shannoncollis catherinehaenakim viviennekhaledi yvetteyates andrewsimpson joedioletto jackkelly thegrowlers belladonna elainetan wilsonbethel andersholm emmetunverzagt ericasullivan evafisher jackiemichelejohnson katieschwartz charleymorgan keithjardine delainamitchell michaelcotterman petermcrobbie shannonc.sullivan samanthalemole madisonleisle christianwilliams jeffersonmays liamvanjoosten mattdoyle davidprak amyferguson emmadumont scottaschenbrenner ashleighbiller christinabobrowsky peterbonilla gregoerboru mariannebourg toyiabrown stubrumbaugh sethcash lauralyonrossi elizabethcolunga emmacooper nickdegraffenreid adamdorsey kenedling jennaemery alfunction brandyfutch laurengoncher ellenho jessicahuss raidenintegra dallasjames christopherkarljohnson laurakranz timothylally adeanalane kiralegg tracyannlisa bluelolan dakotalupo jacoblyman amandamaddox emileemadrak kirstinmasters zachmcmahon chelseao'toole shaunparker rodneyj.richards philiproosevelt osamusaito joelshock matthewskomo chantalthuy dianaelizabethtorres paulthomasanderson"
2228,Doogal,24432,"this is the story of doogal, an adorable candy-loving mutt who goes on a mission to save the world. family danieltay jimmyfallon jonstewart whoopigoldberg williamh.macy billhader judidench chevychase kylieminogue ianmckellen kevinsmith johnkrasinski heidibrookmyers coryedwards frankpassingham daveborthwick jeanduval"
2229,Battle of the Year,109417,"a down-on-his-luck coach is hired to prepare a team of the best american dancers for an international tournament that attracts all the best crews from around the world, but the americans haven't won in fifteen years. music drama musical 3d joshholloway joshpeck chrisbrown lazalonso caitylotz terrencejenkins weronikarosati ivan'flipz'velez jesseerwin steveterada joshualeeayers luisrosado richardmaguire bensonlee"
2230,An American Carol,13948,"in an american carol a cynical, anti-american hollywood filmmaker sets out on a crusade to abolish the 4th of july holiday. he is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of america. comedy fantasy terrorist parody documentaryfilmmaker sattire kevinfarley kelseygrammer leslienielsen traceadkins robertdavi geoffreyarend travisschuldt jonvoight jameswoods dennishopper kevinsorbo billo'reilly davidalangrier garycoleman christophermcdonald serdarkalsin olivermuirhead karriturner alainahuffman parishilton simonrex danalynbaron julianberlin cocoabrown marycastro nikkideloach susandeming katiegill camerongoodman camillegrammer maryhart kaleighkennedy simonelotter jillianmurray gailo'grady annaosceola luparker amypovich janeparksmith jennavogeler laurenleesmith nadineellis marilynrising juliannewaters christywilliams alexanderdipersia davidzucker"
2231,Machete Kills,106747,ex-federale agent machete is recruited by the president of the united states for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet. action crime thriller mexico whitehouse nuclearmissile machete outerspace dannytrejo melgibson amberheard michellerodriguez sofíavergara jessicaalba tomsavini ladygaga vanessahudgens cubagoodingjr. demiánbichir charliesheen antoniobanderas waltongoggins williamsadler crystalmartinez alexapenavega billyblair markozaror marcimadison alejandroantonio calliehernandez robertrodriguez
2232,Willard,10929,"desperate for companionship, the repressed willard befriends a group of rats that inhabit his late father's deteriorating mansion. in these furry creatures, willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, frank. soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master. horror badboss evilmother revenge humiliation obedience crispinglover r.leeermey lauraharring jackieburroughs ashlyngere williams.taylor glenmorgan"
2233,Strange Wilderness,14220,"with the ratings dropping for a wilderness-themed tv show, two animal fans go to the andes in search of bigfoot. comedy tvshow bigfoot stevezahn allencovert jonahhill kevinheffernan ashleyscott peterdante harryhamlin robertpatrick joedonbaker blakeclark justinlong jeffgarlin ernestborgnine oliverhudson jakeabel jasonsandler fredwolf"
2234,Topsy-Turvy,46435,"after their production ""princess ida"" meets with less-than-stunning reviews, the relationship between gilbert and sullivan is strained to breaking. their friends and associates attempt to get the two to work together again, which opens the way to ""the mikado,"" one of the duo's greatest successes. comedy drama music prostitute musical biography telephonecall cigarsmoking drink  gilbertandsullivan gilbertandsullivan'sprincessida pianoduet lyricist exhibition allancorduner jimbroadbent timothyspall dexterfletcher shirleyhenderson roncook andyserkis lesleymanville wendynottingham kevinmckidd martinsavage vincentfranklin nicholaswoodeson eleanordavid samkelly alisonsteadman kennethhadley sukiesmith jonathanaris charlessimon francislee katrincartlidge juliarayner dorothyatkinson theresawatson laviniabertram evepearce togoigawa naokomori michaelsimkins cathysara angelacurran miasoteriou julianbleach neilsalvage bridbrennan ashleyjensen richardcoyle kaceyainsworth debbiechazen rosiecavaliero monicadolan markbenton stevespeirs mikeleigh"
2235,Little Boy,256962,an eight-year-old boy is willing to do whatever it takes to end world war ii so he can bring his father home. the story reveals the indescribable love a father has for his little boy and the love a son has for his father. comedy drama war japanese worldwarii spirituality jakobsalvati emilywatson cary-hiroyukitagawa michaelrapaport davidhenrie benchaplin eduardoverástegui tedlevine alilandry abrahambenrubi kevinjames tomwilkinson tobyhuss kellygreyson candiceazzara rickmora jamesdumont travist.flory samkindseth davidury jamesmacdonald winstonjamesfrancis lornascott lukasbehnken montserratespadalé marystein masashiodate theodoragreece ricsarabia eijiroozaki jennifercadena masamikosaka matthewj.cates scottsubiono aaronleddick j.skylartesta alextrevino c.k.mcfarland michaeld.nye matthewscottmiller eddiedriscoll jillkelly eijiinoue keisukeakizawa tokiosasaki tommylamey kennydavis fernandosur barryford yoshioiizuka ikekawaguchi americusabesamis kenjinakamura robertnoble chucklines jonbangle zerokazama kaiserjohnson lukecuster briantakahashi andygeller lawrencethomas jaredjacobsen mitchellhesley petert.mai pietroschito loganludwig larrydean raquelvázquezgutiérrez elijahvillegas janetworner janicematthews brucemorningstar kateshalander colehurst craigstrawn timstaples reneflores michaelcoates brianhatch miguelangelvarelafimbres alejandromonteverde
2236,A Dangerous Method,48231,"seduced by the challenge of an impossible case, the driven dr. carl jung takes the unbalanced yet beautiful sabina spielrein as his patient. jung’s weapon is the method of his master, the renowned sigmund freud. both men fall under sabina’s spell. drama thriller basedonnovel psychoanalysis sigmundfreud biography spanking basedonplay cigarsmoking cheatinghusband basedontrueevents keiraknightley viggomortensen michaelfassbender sarahgadon vincentcassel andréhennicke arndtschwering-sohnrey mignonremé mareikecarrière franziskaarndt wladimirmatuchin andrédietz annathalbach sarahmarecek björngeske markushaase christianserritiello clemensgiebel theomeller jostgrix severinvonhoensbroech torstenknippertz dirks.greis katharinapalm ninaazizi juliechevallier cynthiacosima mirkoguckeisen juliamack andreamagro aaronkeller nadinesalomon naikejaszczyk sarahadams davidcronenberg"
2237,A Scanner Darkly,3509,an undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result. animation sciencefiction thriller california detective basedonnovel dream undercover cocaine brain exam future test dystopia assignment cyberpunk drug surveillance totalitarian corporation substance schizophrenic condition neo-noir keanureeves winonaryder woodyharrelson robertdowneyjr. mitchbaker stevenchesterprince natashavaldez angelarawna chambleeferguson melodychase rorycochrane turkpipkin dameonclarke jasondouglas marcoperella alexjones richardlinklater
2238,Chasing Mavericks,82684,surfer jay moriarity sets out to ride the northern california break known as mavericks. drama wave surfing sport mentorprotégérelationship santacruzcalifornia gerardbutler jonnyweston elisabethshue abigailspencer levenrambin taylorhandley channonroe jenicabergere coopertimberline harleygraham stevenwiig andyarness scotteastwood curtishanson michaelapted
2239,Alone in the Dark,12142,"edward carnby is a private investigator specializing in unexplainable supernatural phenomena. his cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. now, the greatest mystery of his past is about to become the most dangerous case he has ever faced. action fantasy horror thriller detective monster professor island museum darkness alienlife-form paranormal artifact slowmotionscene flashbacksequence zombie basedonvideogame occultism christianslater tarareid stephendorff frankc.turner matthewwalker willsanderson markacheson darrenshahlavi karinkonoval craigbruhnanski kwesiameyaw dustynarthurs catherineloughhaggquist edanders michaelp.northey malcolmscott ryandrescher seancampbell sarahdeakins danielcudmore françoiseyip ho-sungpak mikedopud onagrauer brendanfletcher donnalysell johnfallon deanredman bradturner uweboll"
2240,Bandslam,23367,a high school social outcast and the popular girl bond through a shared love of music. comedy drama family music newjersey musical battleofthebands teenager rockband vanessahudgens alymichalka gaelanconnell lisakudrow scottporter ryandonowho charliesaxton timjo elvyyost lisachung j.w.wright blairbomar caseywilliams maggiemaye zachthatcher derekcox-berg matthensarling cassidyjohnson landonhenninger nathanmccray kairoach chriscopeland jameshairston chancemorgan mattmoody marleywhistler wyattadams farahwhite nikkagrafflanzarone bobbybones jonathanrice ryanciardo willjohnson bryanchafin rebeccapetro davidbowie valinzamarron candicejackson manjerikrishna benjaminkessler andrewglenrector juanlopez evanbutts chrisritchie aaronlemke krystalmorton toddgraff julianriano joeyolivares nadiasahari joshuamontoya michaelcuomo toddgraff
2241,Birth,10740,"it took anna 10 years to recover from the death of her husband, sean, but now she's on the verge of marrying her boyfriend, joseph, and finally moving on. however, on the night of her engagement party, a young boy named sean turns up, saying he is her dead husband reincarnated. at first she ignores the child, but his knowledge of her former husband's life is uncanny, leading her to believe that he might be telling the truth. drama mystery thriller lossofhusband reincarnation friends littleboy independentfilm wedding nicolekidman cameronbright dannyhuston laurenbacall alisonelliott anneheche peterstormare tedlevine caraseymour arlisshoward jonathanglazer"
2242,A Most Violent Year,241239,"a thriller set in new york city during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built. crime drama thriller corruption capitalism winter americandream immigrant businessethics truck oil lawyer newyorkcity loanshark coat tunnel 1980s husbandwiferelationship truckhijacking bankloan oscarisaac jessicachastain albertbrooks elyesgabel davidoyelowo alessandronivola catalinasandinomoreno petergerety ashleywilliams johnprocaccino jerryadler glennfleshler anniefunke matthewmaher davidmargulies picoalexander elizabethmarvel daisytahan giselleeisenberg christopherabbott taylorrichardson benrosenfield j.c.chandor"
2243,Passchendaele,14582,"sergeant michael dunne fights in the 10th battalion, aka the ""fighting tenth"" with the 1st canadian division and participated in all major canadian battles of the war, and set the record for highest number of individual bravery awards for a single battle drama romance war history nurse battle platoon veteran recruitment paulgross carolinedhavernas joedinicol meredithbailey adamharrington gilbellows jameskot jessefrechette robertnogier davidlereaney jaysontherrien paulgross"
2244,Flash of Genius,14914,"in this david vs. goliath drama based on a true story, college professor robert kearns (greg kinnear) goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers. kearns doggedly pursues recognition for his invention, as well as the much-deserved financial rewards for the sake of his wife (lauren graham) and six kids. drama biography aaronabrams alanalda laurengraham gregkinnear tatianamaslany timkelleher jakeabel marcabraham"
2245,I'm Not There.,3902,"six actors portray six personas of music legend bob dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how dylan constantly reinvented himself. drama music rockandroll musicstyle success johnf.kennedy advancement bobdylan rock biography music beatnik motor-bikeaccident cateblanchett heathledger juliannemoore benwhishaw charlottegainsbourg michellewilliams christianbale marcuscarlfranklin richardgere davidcross kriskristofferson donfrancks kimroberts peterfriedman kimgordon brucegreenwood alisonfolland jimjames toddhaynes"
2246,The Cold Light of Day,77948,"a young american uncovers a conspiracy during his attempt to save his family, that was kidnapped while on vacation in spain. action thriller kidnapping spying government henrycavill verónicaechegui sigourneyweaver brucewillis carolinegoodall jimpiddock rafigavron josephmawle emmahamilton michaelbudd óscarjaenada andrearos roschdyzem joedixon palomabloyd fermíreixach markullod colmmeaney loloherrero alexamaral simónandreu sílviasabaté mabroukelmechri"
2247,The Brothers Bloom,21755,"the brothers bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. now they've decided to take on one last job – showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world. adventure comedy drama romance conman estafa rachelweisz adrienbrody markruffalo rinkokikuchi robbiecoltrane maximilianschell rickyjay zacharygordon maxrecords andynyman noahsegan norazehetner rambergman craigjohnson dubravkojovanović esmetyler jovanvitas anasofrenović vladimirkulhavy alekrodic josiftatić slobodanćustić brankapujić georgebocchetti elisderham rianjohnson"
2248,"Synecdoche, New York",4960,"a theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of new york inside a warehouse as part of his new play. drama newyork man-womanrelation writer philipseymourhoffman samanthamorton jenniferjasonleigh michellewilliams catherinekeener emilywatson tomnoonan sadiegoldstein hopedavis diannewiest kristenbush alicedrummond amywright deirdreo'connell elizabethmarvel charlestechman tomgreer charliekaufman"
